31.5,51.51,-0.16104,1.2326,-0.0016977,-0.40356
32,51.51,-0.16104,1.2348,-0.018802,3.2164
32.5,51.51,-0.16104,0.99684,-0.020468,-1.1456
33,51.51,-0.16104,0.74739,-0.013013,-4.2964
33.5,51.51,-0.16104,0.51122,-0.023199,-1.9527
34,51.51,-0.16104,0.23362,0.0021015,0.99556
34.5,51.51,-0.16104,0.22258,0.068145,15.861
35,51.51,-0.16104,0.25416,0.13231,29.013
35.5,51.51,-0.16104,0.17547,0.1803,44.627
36,51.51,-0.16104,0.10498,0.21515,61.266
36.5,51.51,-0.16104,0.060049,0.2275,77.029
37,51.51,-0.16103,0.012571,0.22769,89.02
37.5,51.51,-0.16103,-0.055496,0.23934,105.48
38,51.51,-0.16103,-0.13214,0.23444,116.81
38.5,51.51,-0.16103,-0.15633,0.16627,128.5
39,51.51,-0.16103,-0.23069,0.12944,144.82
39.5,51.51,-0.16103,-0.22026,0.071672,166.16
40,51.51,-0.16103,-0.25586,0.0034235,179.02
40.5,51.51,-0.16103,-0.52041,0.035661,179.21
41,51.51,-0.16103,-0.76052,-0.021042,178.74
41.5,51.51,-0.16103,-1.0216,0.017263,186.13
42,51.51,-0.16103,-1.2544,-0.0029564,182.86
42.5,51.51,-0.16103,-1.2531,0.019094,176.16
43,51.51,-0.16103,-1.2629,0.02118,177.46
43.5,51.51,-0.16103,-1.22,-0.0057271,182.27
44,51.51,-0.16103,-1.2405,-0.024021,178.86
44.5,51.51,-0.16103,-1.2346,0.0026145,181.43
45,51.51,-0.16103,-1.26,0.02648,177.58
45.5,51.51,-0.16103,-1.2563,-0.021237,180.91
46,51.51,-0.16103,-1.2635,0.0060604,181.72
46.5,51.51,-0.16103,-1.2439,-0.042869,178.96
47,51.51,-0.16103,-1.2671,-0.028824,176.73
47.5,51.51,-0.16103,-1.2376,-0.031458,178.15
48,51.51,-0.16103,-1.2533,-0.029794,178.96
48.5,51.51,-0.16103,-1.2728,0.0021954,182.87
49,51.51,-0.16103,-1.2378,-0.030807,182.05
49.5,51.51,-0.16103,-1.2614,0.04208,175.5
50,51.509,-0.16103,-1.2751,-0.0024542,183.31
50.5,51.509,-0.16103,-1.2455,0.0156,177.05
51,51.509,-0.16103,-1.309,0.0072789,175.35
51.5,51.509,-0.16103,-1.2492,0.0057372,180.59
52,51.509,-0.16103,-1.238,0.017667,183.5
52.5,51.509,-0.16103,-1.242,0.0086567,176.9
53,51.509,-0.16103,-1.2389,-0.011225,181.81
53.5,51.509,-0.16103,-1.2683,0.0051619,184.15
54,51.509,-0.16103,-1.2428,-0.0085836,182.23
54.5,51.509,-0.16103,-1.2597,-0.0074914,181.36
55,51.509,-0.16103,-1.2779,0.00015511,176.44
55.5,51.509,-0.16103,-1.2399,0.026445,179.07
56,51.509,-0.16103,-1.266,-0.01033,177.44
56.5,51.509,-0.16103,-1.2429,0.018156,177.64
57,51.509,-0.16103,-1.2412,0.004108,179
57.5,51.509,-0.16103,-1.2558,0.035093,181.29
58,51.509,-0.16103,-1.2621,0.071656,173.11
58.5,51.509,-0.16103,-1.2593,0.027361,176.3
59,51.509,-0.16103,-1.2766,0.0074224,180.36
59.5,51.509,-0.16103,-1.2543,0.021019,176.64
60,51.509,-0.16103,-1.2625,0.018718,181.02
60.5,51.509,-0.16103,-1.2797,-0.01483,179.65
61,51.509,-0.16103,-1.2393,-0.027197,176.91
61.5,51.509,-0.16103,-1.2362,-0.038798,181.22
62,51.509,-0.16103,-1.26,-0.026327,180.44
62.5,51.509,-0.16103,-1.2622,-0.0044949,179.05
63,51.509,-0.16103,-1.2487,-0.0398,185.67
63.5,51.509,-0.16103,-1.28,-0.0021966,181.23
64,51.509,-0.16103,-1.2456,-0.03813,182.7
64.5,51.509,-0.16103,-1.2352,-0.018464,182.6
65,51.509,-0.16103,-1.2732,0.0015868,180.68
65.5,51.509,-0.16103,-1.208,0.048247,179.35
66,51.509,-0.16103,-1.2619,0.052821,179.39
66.5,51.509,-0.16103,-1.2728,0.0129,179.19
67,51.509,-0.16103,-1.2247,0.0029242,179.32
67.5,51.509,-0.16103,-1.2309,-0.0011183,176.42
68,51.509,-0.16103,-1.2264,0.0035249,181.29
68.5,51.509,-0.16103,-1.2259,-0.0026585,180.45
69,51.509,-0.16103,-1.2584,-0.003005,176.89
69.5,51.509,-0.16103,-1.2493,-0.00135,181
70,51.509,-0.16103,-1.2673,0.0078866,180.38
70.5,51.509,-0.16103,-1.2521,0.0072705,178.45
71,51.509,-0.16103,-1.2604,0.0089459,176.91
71.5,51.509,-0.16103,-0.98518,-0.022533,182.9
72,51.509,-0.16103,-0.74957,0.014529,178.22
72.5,51.509,-0.16103,-0.49486,0.011704,175.7
73,51.509,-0.16103,-0.26393,0.0069388,178.32
73.5,51.509,-0.16103,-0.20784,0.082109,163.63
74,51.509,-0.16103,-0.2178,0.11865,147.88
74.5,51.509,-0.16102,-0.15585,0.15446,134.96
75,51.509,-0.16102,-0.1759,0.30398,118.85
75.5,51.509,-0.16102,-0.046177,0.24756,101.84
76,51.509,-0.16102,0.019391,0.25825,89.301
76.5,51.509,-0.16102,0.06565,0.23844,76.246
77,51.509,-0.16102,0.13232,0.23074,60.878
77.5,51.509,-0.16102,0.16122,0.18282,43.879
78,51.509,-0.16102,0.21524,0.15597,28.394
78.5,51.509,-0.16102,0.22012,0.065989,15.894
79,51.509,-0.16102,0.22794,-0.0014744,1.8765
79.5,51.509,-0.16102,0.49476,-0.00033998,1.1787
80,51.509,-0.16102,0.74595,-0.011115,-1.2425
80.5,51.509,-0.16102,1.0058,0.0041561,-1.4688
81,51.509,-0.16102,1.2443,-0.040353,0.34419
81.5,51.509,-0.16102,1.2471,-0.025511,0.008667
82,51.509,-0.16102,1.2612,-0.020565,1.1901
82.5,51.509,-0.16102,1.2674,-0.021331,0.25205
83,51.509,-0.16102,1.2578,-0.00336,-3.5553
83.5,51.509,-0.16102,1.2342,0.0055533,-1.2046
84,51.509,-0.16102,1.2712,-0.044352,2.0766
84.5,51.509,-0.16102,1.2608,-0.030051,0.2103
85,51.509,-0.16102,1.261,0.0023999,0.51596
85.5,51.509,-0.16102,1.2445,0.02236,-1.3946
86,51.509,-0.16102,1.2492,0.028419,-0.31558
86.5,51.509,-0.16102,1.2361,0.017223,2.7824
87,51.509,-0.16102,1.221,-0.0094271,-3.7557
87.5,51.509,-0.16102,1.2487,-0.060425,-1.2061
88,51.509,-0.16102,1.2669,-0.036114,2.1164
88.5,51.509,-0.16102,1.2469,-0.036019,1.9345
89,51.509,-0.16102,1.2651,-0.010029,-1.0242
89.5,51.509,-0.16102,1.2586,-0.02591,-0.52281
90,51.509,-0.16102,1.2385,0.026532,1.933
90.5,51.509,-0.16102,1.2415,-0.015985,1.5633
91,51.509,-0.16102,1.2619,0.00041887,-2.5908
91.5,51.509,-0.16102,1.2333,-0.033298,-0.49941
92,51.509,-0.16102,1.2421,-1.7969e-05,-2.6743
92.5,51.509,-0.16102,1.2441,-0.033889,-0.26153
93,51.509,-0.16102,1.2447,-0.013718,-1.8139
93.5,51.509,-0.16102,1.2451,0.0038585,-0.081382
94,51.509,-0.16102,1.2741,0.02538,4.0195
94.5,51.509,-0.16102,1.2436,0.0081589,1.0869
95,51.509,-0.16102,1.2477,0.049368,1.0762
95.5,51.509,-0.16102,1.2633,-0.014195,-2.584
96,51.509,-0.16102,1.2282,-0.012361,-1.3615
96.5,51.509,-0.16102,1.246,0.022565,0.54596
97,51.509,-0.16102,1.2375,0.029112,3.6335
97.5,51.509,-0.16102,1.2896,0.022079,2.2006
98,51.509,-0.16102,1.2574,0.022352,1.7188
98.5,51.509,-0.16101,1.2291,0.0252,1.4851
99,51.509,-0.16101,1.2351,0.051686,2.062
99.5,51.509,-0.16101,1.2331,0.05402,0.19776
100,51.509,-0.16101,1.2597,-0.017503,-1.9809
100.5,51.509,-0.16101,1.2373,0.022374,0.68065
101,51.509,-0.16101,1.254,-0.027942,-0.19066
101.5,51.509,-0.16101,1.2172,0.0098897,1.253
102,51.509,-0.16101,1.2458,0.0091115,1.6125
102.5,51.51,-0.16101,1.272,-0.017937,-2.9047
103,51.51,-0.16101,1.239,0.047148,0.9579
103.5,51.51,-0.16101,1.2717,-0.024223,-3.0394
104,51.51,-0.16101,1.27,-0.032772,-1.9341
104.5,51.51,-0.16101,1.22,-0.02895,-2.6495
105,51.51,-0.16101,1.258,-0.029846,-0.38795
105.5,51.51,-0.16101,1.2695,-0.032122,-1.9944
106,51.51,-0.16101,1.2652,-0.0044011,-1.1842
106.5,51.51,-0.16101,1.2439,-0.0016573,-1.5279
107,51.51,-0.16101,1.2352,0.0026157,1.2224
107.5,51.51,-0.16101,1.2665,0.0099647,-2.8362
108,51.51,-0.16101,1.2636,0.0038637,-1.7653
108.5,51.51,-0.16101,1.2864,-0.014626,-4.5081
109,51.51,-0.16101,1.2668,-0.015774,-3.8953
109.5,51.51,-0.16101,1.259,-0.0048364,-0.4371
110,51.51,-0.16101,1.2754,-0.042867,-0.016757
110.5,51.51,-0.16101,1.0324,-0.021921,0.3482
111,51.51,-0.16101,0.7668,-0.013228,-1.9581
111.5,51.51,-0.16101,0.49989,-0.0012543,-5.3645
112,51.51,-0.16101,0.24466,-0.010848,-2.3212
112.5,51.51,-0.16101,0.21373,0.064339,12.489
113,51.51,-0.16101,0.21584,0.1516,29.722
113.5,51.51,-0.16101,0.12709,0.2071,46.644
114,51.51,-0.16101,0.15375,0.19478,65.265
114.5,51.51,-0.16101,0.053973,0.25602,73.832
115,51.51,-0.16101,-0.018829,0.25532,90.671
115.5,51.51,-0.16101,-0.063039,0.22439,104.03
116,51.51,-0.16101,-0.12229,0.20688,118.37
116.5,51.51,-0.161,-0.14548,0.19494,133.75
117,51.51,-0.161,-0.21251,0.12509,150.28
117.5,51.51,-0.161,-0.25342,0.06381,163.02
118,51.51,-0.161,-0.24747,0.016585,180.28
118.5,51.51,-0.161,-0.49199,0.0097228,179.3
119,51.51,-0.161,-0.77124,0.022173,177.51
119.5,51.51,-0.161,-1.006,0.053439,176.1
120,51.51,-0.161,-1.2275,0.018227,178.64
120.5,51.51,-0.161,-1.2531,0.002335,179.67
121,51.51,-0.161,-1.2621,-0.01294,179.54
121.5,51.51,-0.161,-1.2619,0.037493,181.03
122,51.51,-0.161,-1.235,0.0147,179.52
122.5,51.51,-0.161,-1.253,0.011562,180.45
123,51.51,-0.161,-1.2534,-0.037526,182.45
123.5,51.51,-0.161,-1.2385,-0.01478,179.65
124,51.51,-0.161,-1.2601,-0.020334,183.23
124.5,51.51,-0.161,-1.2557,-0.034116,180.92
125,51.51,-0.161,-1.246,-0.052427,181.3
125.5,51.51,-0.161,-1.2531,-0.014151,182.94
126,51.51,-0.161,-1.2522,0.0064047,179.11
126.5,51.51,-0.161,-1.2689,0.03702,173.48
127,51.51,-0.161,-1.2288,-0.00017493,178.17
127.5,51.51,-0.161,-1.213,0.019085,175.42
128,51.509,-0.161,-1.234,-0.0093898,181.14
128.5,51.509,-0.161,-1.2199,0.038833,177.77
129,51.509,-0.161,-1.2594,0.034894,178.82
129.5,51.509,-0.161,-1.2246,-0.019081,182.24
130,51.509,-0.161,-1.2678,-0.014596,181.16
130.5,51.509,-0.161,-1.2721,-0.0091742,180.29
131,51.509,-0.161,-1.2606,-0.017782,180.27
131.5,51.509,-0.161,-1.2408,-0.020305,183.09
132,51.509,-0.161,-1.2697,-0.0059602,182.1
132.5,51.509,-0.161,-1.2417,0.024974,181.3
133,51.509,-0.161,-1.2579,0.032455,180.32
133.5,51.509,-0.161,-1.2443,0.052383,180.48
134,51.509,-0.161,-1.2703,0.054607,179.1
134.5,51.509,-0.161,-1.2289,0.043607,176.06
135,51.509,-0.161,-1.2195,0.023496,180.08
135.5,51.509,-0.161,-1.2381,-0.010437,181.84
136,51.509,-0.161,-1.2557,-0.0025887,180.28
136.5,51.509,-0.161,-1.2605,0.019106,178.21
137,51.509,-0.161,-1.257,0.022617,180.81
137.5,51.509,-0.161,-1.2423,0.006917,178.11
138,51.509,-0.161,-1.2284,0.0078669,179.65
138.5,51.509,-0.161,-1.2525,0.028811,179.24
139,51.509,-0.161,-1.2399,0.030112,180.85
139.5,51.509,-0.161,-1.2388,0.02592,178.09
140,51.509,-0.161,-1.2731,0.029478,179.55
140.5,51.509,-0.161,-1.2722,0.024132,182.08
141,51.509,-0.161,-1.2406,0.033291,177.33
141.5,51.509,-0.161,-1.2352,-0.019916,178.81
142,51.509,-0.161,-1.2645,-0.0068727,176.7
142.5,51.509,-0.161,-1.2622,0.02113,178.75
143,51.509,-0.161,-1.2626,-0.01249,181.33
143.5,51.509,-0.161,-1.2464,-0.016022,183.82
144,51.509,-0.161,-1.2266,-0.0015729,180.9
144.5,51.509,-0.161,-1.2647,0.012903,177.62
145,51.509,-0.161,-1.2435,0.02831,177.53
145.5,51.509,-0.161,-1.2531,-0.0022275,179.54
146,51.509,-0.161,-1.2312,-0.023128,182.18
146.5,51.509,-0.161,-1.2509,-0.020016,181.33
147,51.509,-0.161,-1.2263,0.020488,180.52
147.5,51.509,-0.161,-1.2823,0.015616,181.12
148,51.509,-0.161,-1.2559,0.036311,180.73
148.5,51.509,-0.161,-1.2778,0.012146,178.88
149,51.509,-0.161,-1.2675,0.019563,180.16
149.5,51.509,-0.161,-1.0269,0.010158,180.66
150,51.509,-0.161,-0.76695,0.010818,179.71
150.5,51.509,-0.161,-0.49268,-0.020912,179.08
151,51.509,-0.161,-0.25491,-0.040505,178.43
151.5,51.509,-0.161,-0.2271,0.041392,165.66
152,51.509,-0.161,-0.20622,0.14659,151.39
152.5,51.509,-0.161,-0.16735,0.15405,138.8
153,51.509,-0.161,-0.12792,0.21584,124.63
153.5,51.509,-0.16099,-0.065221,0.23228,104.69
154,51.509,-0.16099,-0.0093452,0.23011,89.92
154.5,51.509,-0.16099,0.049972,0.25137,73.188
155,51.509,-0.16099,0.122,0.21792,61.949
155.5,51.509,-0.16099,0.16309,0.17211,43.38
156,51.509,-0.16099,0.22132,0.12766,33.46
156.5,51.509,-0.16099,0.21409,0.066527,16.586
157,51.509,-0.16099,0.2502,0.0061567,-1.9296
157.5,51.509,-0.16099,0.50011,-0.017725,1.3158
158,51.509,-0.16099,0.74651,-0.028596,0.94406
158.5,51.509,-0.16099,1.0211,-0.02738,-2.4034
159,51.509,-0.16099,1.2439,-0.014126,0.3254
159.5,51.509,-0.16099,1.247,0.00094671,1.3692
160,51.509,-0.16099,1.2565,-0.024228,1.0071
160.5,51.509,-0.16099,1.2578,0.0012026,-2.8219
161,51.509,-0.16099,1.258,0.015202,-0.41358
161.5,51.509,-0.16099,1.2402,0.018767,-0.94123
162,51.509,-0.16099,1.2328,0.019021,2.7163
162.5,51.509,-0.16099,1.2876,0.014721,0.81299
163,51.509,-0.16099,1.2615,-0.016465,0.14688
163.5,51.509,-0.16099,1.2401,0.019254,0.94991
164,51.509,-0.16099,1.2696,-0.015535,-0.20145
164.5,51.509,-0.16099,1.2581,-0.0011208,4.4514
165,51.509,-0.16099,1.2569,-0.0030594,3.1474
165.5,51.509,-0.16099,1.2593,0.0063197,2.9977
166,51.509,-0.16099,1.2664,0.021055,0.66546
166.5,51.509,-0.16099,1.298,-0.048825,0.64114
167,51.509,-0.16099,1.2424,0.02427,-0.79415
167.5,51.509,-0.16099,1.2334,0.003143,2.1793
168,51.509,-0.16099,1.2609,0.013876,2.9781
168.5,51.509,-0.16099,1.2493,-0.012038,1.3077
169,51.509,-0.16099,1.2636,-0.029323,-0.6047
169.5,51.509,-0.16099,1.244,-0.0047554,1.256
170,51.509,-0.16099,1.2343,-0.006182,-2.5433
170.5,51.509,-0.16099,1.2491,-0.012748,-1.5994
171,51.509,-0.16099,1.2271,0.00011873,-0.1894
171.5,51.509,-0.16099,1.2165,-0.012799,-0.016922
172,51.509,-0.16099,1.2421,-0.0063596,0.58319
172.5,51.509,-0.16099,1.2334,0.00069833,1.5708
173,51.509,-0.16099,1.2315,0.032958,0.064582
173.5,51.509,-0.16099,1.2432,0.0026047,3.3803
174,51.509,-0.16099,1.2557,0.016736,0.41478
174.5,51.509,-0.16099,1.2619,0.017983,0.15506
175,51.509,-0.16099,1.2289,-0.013711,-0.85311
175.5,51.509,-0.16099,1.2635,-0.0081826,0.16103
176,51.509,-0.16099,1.2599,0.036899,0.38399
176.5,51.509,-0.16099,1.2626,-0.010298,-0.13143
177,51.509,-0.16099,1.2385,0.012593,1.8876
177.5,51.509,-0.16099,1.2345,0.038421,0.38446
178,51.509,-0.16099,1.2619,0.024974,-3.825
178.5,51.509,-0.16099,1.2522,0.021646,-3.04
179,51.509,-0.16099,1.2295,0.039154,-1.3132
179.5,51.509,-0.16099,1.2278,0.024159,0.04705
180,51.509,-0.16099,1.2406,-0.0037765,0.94769
180.5,51.51,-0.16099,1.2365,0.012363,0.3556
181,51.51,-0.16099,1.2285,0.0042674,1.2134
181.5,51.51,-0.16099,1.2374,-0.013927,0.95425
182,51.51,-0.16099,1.2557,-0.0058645,-0.1476
182.5,51.51,-0.16099,1.2421,-0.0091682,0.82432
183,51.51,-0.16099,1.2501,0.020281,-1.1698
183.5,51.51,-0.16099,1.2547,0.0015967,-3.6832
184,51.51,-0.16099,1.2496,-0.0045009,-0.85158
184.5,51.51,-0.16098,1.2242,0.0093478,0.45026
185,51.51,-0.16099,1.2638,-0.024584,1.2085
185.5,51.51,-0.16099,1.2559,-0.048421,-2.299
186,51.51,-0.16099,1.2515,-0.014191,-1.8165
186.5,51.51,-0.16099,1.2446,-0.0008656,-1.8254
187,51.51,-0.16099,1.193,-0.018337,-2.2899
187.5,51.51,-0.16098,1.2707,-0.0070931,-1.0951
188,51.51,-0.16098,1.2698,0.0034147,0.74126
188.5,51.51,-0.16098,1.0084,-0.0021192,2.567
189,51.51,-0.16098,0.76095,0.0065903,2.4559
189.5,51.51,-0.16099,0.48926,-0.012322,4.2408
190,51.51,-0.16099,0.23627,-0.02709,3.6407
190.5,51.51,-0.16099,0.25936,0.056584,14.776
191,51.51,-0.16098,0.21344,0.13254,32.299
191.5,51.51,-0.16098,0.16993,0.18115,41.915
192,51.51,-0.16098,0.13054,0.23122,64.419
192.5,51.51,-0.16098,0.089159,0.24078,75.65
193,51.51,-0.16098,0.020927,0.23,93.666
193.5,51.51,-0.16098,-0.066179,0.23681,104.06
194,51.51,-0.16098,-0.13814,0.21751,116.56
194.5,51.51,-0.16098,-0.18135,0.18626,131.89
195,51.51,-0.16098,-0.19787,0.11896,147.82
195.5,51.51,-0.16098,-0.25741,0.10124,161.38
196,51.51,-0.16098,-0.24697,0.0003711,176
196.5,51.51,-0.16098,-0.50674,0.0094362,177.88
197,51.51,-0.16098,-0.75349,0.015614,182.1
197.5,51.51,-0.16098,-1.0078,0.002553,182.23
198,51.51,-0.16097,-1.2753,0.0078384,181.23
198.5,51.51,-0.16097,-1.2736,0.024841,178.07
199,51.51,-0.16097,-1.2393,-0.032037,183.92
199.5,51.51,-0.16097,-1.2529,-0.01838,177.73
200,51.51,-0.16097,-1.2399,0.011047,180.85
200.5,51.51,-0.16097,-1.2692,-0.0036862,179.2
201,51.51,-0.16097,-1.2954,0.023241,177.54
201.5,51.51,-0.16097,-1.2571,0.025001,181.93
202,51.51,-0.16097,-1.2535,0.021769,180.7
202.5,51.51,-0.16097,-1.2653,0.029308,179.79
203,51.51,-0.16097,-1.2601,0.0023949,180.24
203.5,51.51,-0.16097,-1.263,0.010514,180.39
204,51.51,-0.16097,-1.2546,0.024843,182.28
204.5,51.51,-0.16097,-1.2413,0.034143,179.17
205,51.51,-0.16097,-1.2411,0.018379,180.82
205.5,51.509,-0.16097,-1.2522,0.0077167,178.8
206,51.509,-0.16097,-1.2701,-0.008604,179.89
206.5,51.509,-0.16097,-1.2269,-0.018043,181.46
207,51.509,-0.16097,-1.2375,-0.023118,183.62
207.5,51.509,-0.16097,-1.2381,-0.020904,179.21
208,51.509,-0.16097,-1.243,-0.0071013,181.99
208.5,51.509,-0.16097,-1.24,-0.039551,180.89
209,51.509,-0.16097,-1.2479,0.0025592,182.63
209.5,51.509,-0.16097,-1.2914,-0.0062145,183.03
210,51.509,-0.16097,-1.2627,0.026297,181.45
210.5,51.509,-0.16097,-1.2562,0.041187,178.82
211,51.509,-0.16097,-1.2475,-0.0054924,183.95
211.5,51.509,-0.16097,-1.2689,0.040034,177.81
212,51.509,-0.16097,-1.2502,-0.0059126,180.71
212.5,51.509,-0.16097,-1.2513,0.00024755,178.74
213,51.509,-0.16097,-1.2463,-0.049789,178.7
213.5,51.509,-0.16097,-1.2327,-0.0071399,183.39
214,51.509,-0.16097,-1.2668,0.0047506,178.72
214.5,51.509,-0.16097,-1.2443,0.030104,180.85
215,51.509,-0.16097,-1.2262,0.0038377,181.76
215.5,51.509,-0.16097,-1.2381,-0.007762,177.68
216,51.509,-0.16097,-1.2456,-0.020247,181.09
216.5,51.509,-0.16097,-1.2638,-0.011803,181.59
217,51.509,-0.16097,-1.2369,-0.024177,177.39
217.5,51.509,-0.16097,-1.2993,-0.0078503,176.72
218,51.509,-0.16097,-1.2402,0.012522,178.74
218.5,51.509,-0.16097,-1.2458,-0.023417,182.08
219,51.509,-0.16097,-1.2614,0.018471,178.46
219.5,51.509,-0.16097,-1.267,0.0085834,181.27
220,51.509,-0.16097,-1.2325,-0.017791,181.06
220.5,51.509,-0.16097,-1.2752,0.015684,181.14
221,51.509,-0.16097,-1.2302,-0.010674,179.66
221.5,51.509,-0.16097,-1.2415,0.015226,182.62
222,51.509,-0.16097,-1.2554,0.0253,176.41
222.5,51.509,-0.16097,-1.2452,-0.0040583,180.19
223,51.509,-0.16097,-1.2446,0.00024521,179.91
223.5,51.509,-0.16097,-1.2403,-0.016062,178.45
224,51.509,-0.16097,-1.3056,0.053817,179.64
224.5,51.509,-0.16097,-1.2483,-0.0027791,180.06
225,51.509,-0.16097,-1.2612,0.0065168,177.82
225.5,51.509,-0.16097,-1.2417,-0.0037611,182.91
226,51.509,-0.16097,-1.2657,-0.0059269,180.35
226.5,51.509,-0.16097,-1.2487,-0.0032529,182.97
227,51.509,-0.16097,-1.265,-0.035403,181.56
227.5,51.509,-0.16097,-1.0041,0.020846,180.84
228,51.509,-0.16097,-0.76348,0.0061844,180.12
228.5,51.509,-0.16097,-0.51197,0.001284,181.63
229,51.509,-0.16097,-0.25631,-0.019434,181.77
229.5,51.509,-0.16097,-0.22295,0.090647,163.3
230,51.509,-0.16097,-0.22715,0.13686,149.64
230.5,51.509,-0.16097,-0.20496,0.17941,134.85
231,51.509,-0.16097,-0.10689,0.23128,121.46
231.5,51.509,-0.16096,-0.067597,0.24436,107.47
232,51.509,-0.16096,0.0022462,0.24902,88.98
232.5,51.509,-0.16096,0.058198,0.26568,76.706
233,51.509,-0.16096,0.12971,0.21482,58.21
233.5,51.509,-0.16096,0.16302,0.18313,44.701
234,51.509,-0.16096,0.21305,0.1236,32.982
234.5,51.509,-0.16096,0.22987,0.06958,16.544
235,51.509,-0.16096,0.23313,-0.02246,-2.4047
235.5,51.509,-0.16096,0.4967,-0.010149,1.3372
236,51.509,-0.16096,0.76614,0.024398,3.2411
236.5,51.509,-0.16096,1.0152,-0.013549,0.91539
237,51.509,-0.16096,1.2622,0.013133,-0.013733
237.5,51.509,-0.16096,1.2488,0.0091501,-1.6813
238,51.509,-0.16096,1.2423,0.026979,-0.63062
238.5,51.509,-0.16096,1.2455,0.012458,-0.033867
239,51.509,-0.16096,1.2353,-0.041433,1.3629
239.5,51.509,-0.16096,1.2451,-0.024467,-2.1124
240,51.509,-0.16096,1.2412,-0.025434,-3.2605
240.5,51.509,-0.16096,1.2498,-0.004987,-3.5036
241,51.509,-0.16096,1.2372,0.0019811,-0.088526
241.5,51.509,-0.16096,1.2565,0.0022504,3.2472
242,51.509,-0.16096,1.2216,0.0011937,0.91748
242.5,51.509,-0.16096,1.269,0.032935,-1.1262
243,51.509,-0.16096,1.2547,0.012106,-0.17064
243.5,51.509,-0.16096,1.2582,-0.026915,0.62366
244,51.509,-0.16096,1.2116,0.055636,0.27516
